OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
1218140|504|Other Professional fees|2004-12-31|5795|853174|463280
1218141|504|Conferences & meetings|2004-12-31|8811|853174|463280
1218142|504|Office Supplies|2004-12-31|1316|853174|463280
1218143|504|Rent|2004-12-31|5782|853174|463280
1218144|504|Travel|2004-12-31|5849|853174|463280
1218145|504|Utilities|2004-12-31|5199|853174|463280
1218146|504|Postage & delivery|2004-12-31|201|853174|463280
1218147|504|Computer lease|2004-12-31|1100|853174|463280
18652|501|Organizational Meetings|2004-12-31|3354|13197|249728
18653|501|Telephone|2004-12-31|1804|13197|249728
18654|501|Picket Pay|2004-12-31|15448|13197|249728
18655|501|Salary - Organization|2004-12-31|0|13197|249728
18656|503|X-mas Gifts, Flowers, etc|2004-12-31|8535|13198|249728
18657|503|United Way and Community Events|2004-12-31|3325|13198|249728
18658|504|Building repairs|2004-12-31|8700|13199|249728
18659|504|Auto repairs|2004-12-31|1112|13199|249728
18660|504|Trash & Other Services|2004-12-31|5860|13199|249728
18661|504|Cleaning Supplies|2004-12-31|253|13199|249728
18662|504|Utlitities|2004-12-31|7907|13199|249728
1219682|503|Donations|2004-09-30|300|854023|463702
1219683|503|Goodwill & Welfare|2004-09-30|3492|854023|463702
1219684|503|Strike Vote|2004-09-30|191|854023|463702
1219685|503|Steward Expense|2004-09-30|2070|854023|463702
1219686|503|Grievance Committee|2004-09-30|43|854023|463702
1219687|504|Automobile Expense|2004-09-30|2008|854024|463702
1219688|504|Office Expense|2004-09-30|25187|854024|463702
1219689|504|Telephone|2004-09-30|8626|854024|463702
1219690|504|Postage|2004-09-30|2339|854024|463702
1219691|504|Utilities|2004-09-30|3828|854024|463702
1219692|504|Greviance|2004-09-30|1243|854024|463702
1219693|504|Misc Expense|2004-09-30|2163|854024|463702
1219694|504|Education & Publicity Expense|2004-09-30|23886|854024|463702
1219695|504|Professional Fees|2004-09-30|69437|854024|463702
1219696|504|Insurance|2004-09-30|5272|854024|463702
1219697|504|Repairs & Maintenance|2004-09-30|4193|854024|463702
1219354|501|Contract negotiation, grievance arbitration, etc.|2004-01-14|9750|853802|463675
1219355|501|Contract negotiation, grievance arbitration, etc.|2004-03-08|15308|853802|463675
1219356|501|Contract negotiation, grievance arbitration, etc.|2004-04-06|9750|853802|463675
1219357|501|Contract negotiation, grievance arbitration, etc.|2004-04-27|15470|853802|463675
1219358|501|Contract negotiation, grievance arbitration, etc.|2004-07-12|9750|853802|463675
1219359|501|Contract negotiation, grievance arbitration, etc.|2004-08-02|9601|853802|463675
1219360|501|Contract negotiation, grievance arbitration, etc.|2004-08-09|17563|853802|463675
1219361|501|Contract negotiation, grievance arbitration, etc.|2004-10-11|10125|853802|463675
1219362|501|Contract negotiation, grievance arbitration, etc.|2004-11-01|40483|853802|463675
1219363|501|ARBITRATION|2004-01-08|5178|853803|463675
1219364|503|POLITICAL EDUCATION|2004-10-19|5000|853807|463675
1219365|505|ACCOUNTING|2004-03-29|8250|853808|463675
18883|504|PHONE|2004-11-16|3717|13268|249870
18874|502|POLITICAL ACTIVITIES & LOBBYING|2004-12-31|9076|13266|249870
18875|503|LIGHT HOUSE MISSION|2004-12-31|600|13267|249870
18876|503|FLOWERS|2004-11-16|116|13267|249870
18877|504|POSTMASTER|2004-11-29|312|13268|249870
18878|504|PRINTING & PUBLISHING|2004-10-26|496|13268|249870
18879|504|REFUND TO MEMBER|2004-09-22|224|13268|249870
18880|504|SUPPLIES|2004-09-20|179|13268|249870
18881|504|BANQUET|2004-12-31|2049|13268|249870
18882|504|MEETING EXPENCE|2004-03-03|150|13268|249870
18884|505|MEETING EXPENCE|2004-10-05|1403|13269|249870
541415|501|Sexual Harassment lawsuit|2004-05-06|26010|374442|356781
541416|501|Sexual Harassment lawsuit|2004-07-29|19578|374442|356781
541417|501|Sexual Harassment Lawsuit|2004-10-07|22942|374442|356781
541418|501|Sexual Harassment Lawsuit|2004-12-23|21170|374442|356781
541419|501|Insurance Agent for 1408|2004-01-31|9472|374443|356781
541420|502|Pro-Test of Election|2004-05-31|5000|374445|356781
541421|503|Seed Money|2004-05-31|10000|374446|356781
541422|503|5th Annual Fine Arts Scholarship Benefit|2004-02-17|5000|374447|356781
541423|504|Supplies needed for Janitoral Services|2004-09-10|7065|374448|356781
541424|504|Setup software in the Union to print picture ID'S|2004-06-07|9835|374454|356781
541425|504|Yard work- weekly services|2004-12-31|9600|374456|356781
541426|504|Landscaping|2004-08-19|13431|374457|356781
541427|504|Turkey Give-Away to Eligible members|2004-11-24|11938|374458|356781
541428|504|Cleaning Services- weekly services|2004-12-31|18450|374459|356781
541429|504|Representation of 1408|2004-12-31|5847|374460|356781
541430|504|Workemen's Compensation Premium|2004-01-15|6741|374461|356781
28188|501|ARBITRATION FEES|2004-12-31|4584|19447|259137
28189|501|NEGOTIATION FEES|2004-12-31|3001|19447|259137
28190|504|INSURANCE|2004-12-31|7732|19448|259137
28191|504|OFFICE EXPENSES|2004-12-31|1730|19448|259137
28192|504|TELEPHONE|2004-12-31|4134|19448|259137
28193|504|POSTAGE|2004-12-31|1808|19448|259137
28194|504|UTILITIES|2004-12-31|2656|19448|259137
28195|504|PROPERTY TAXES|2004-12-31|2150|19448|259137
28196|504|REPAIRS & MAINTENANCE|2004-12-31|177|19448|259137
28197|504|BANK CHARGES|2004-12-31|80|19448|259137
28198|504|ELECTION SERVICES|2004-12-31|1000|19448|259137
28199|504|ACCOUNTING FEES|2004-12-31|6720|19448|259137
28200|504|LEGAL FEES|2004-12-31|5184|19448|259137
28201|504|FRANCHISE TAX|2004-12-31|10|19448|259137
28202|504|TRAVEL|2004-12-31|1010|19448|259137
28203|505|COMMITTEE & EXECUTIVE BOARD|2004-12-31|5485|19449|259137
28204|505|MEMBER DUES REFUNDED|2004-12-31|2212|19449|259137
28205|505|INITIATION REFUNDED|2004-12-31|275|19449|259137
579|505|UNION NEGOTIATION COSTS|2004-12-31|52250|449|243239
580|505|SHARING NEGOTIATION COSTS|2004-12-31|12131|450|243239
1222476|503|JACKETS. SHIRTS, HATS, ETC. FOR MEMBERS|2004-12-14|21311|856407|464395
1222477|504|ATTORNEY FEES|2004-05-29|6040|856409|464395
28157|501|TRAVEL, CONVENTIONS AND PER DIEM|2004-12-31|21117|19419|259135
28158|501|TRAVEL, CONVENTIONS AND PER DIEM|2004-11-09|21117|19419|259135
28159|503|EXPENSES FOR CHARITY GOLF TOURNAMENT|2004-06-30|26965|19420|259135
28160|503|EXPENSES FOR CHARITY GOLF TOURNAMENT|2004-12-31|26965|19420|259135
28161|504|COMMITTEE EXPENSES|2004-12-31|6347|19421|259135
28162|504|COMMITTEE EXPENSES|2004-12-31|6347|19421|259135
28163|504|OFFICEC AND HALL RENTAL|2004-12-31|8295|19422|259135
28164|504|OFFICEC AND HALL RENTAL|2004-12-31|8295|19422|259135
28165|504|INSURANCE|2004-12-31|10300|19423|259135
28166|504|INSURANCE|2004-12-31|10300|19423|259135
28167|504|OFFICE SUPPLIES & EXPENSE|2004-12-31|6362|19424|259135
28168|504|OFFICE SUPPLIES & EXPENSE|2004-12-31|6362|19424|259135
28169|504|LEGAL, ACCOUNTING AND PROFESSIONAL|2004-12-31|40461|19425|259135
28170|504|LEGAL, ACCOUNTING AND PROFESSIONAL|2004-12-31|40461|19425|259135
28171|504|TELEPHONE|2004-12-31|2867|19426|259135
28172|504|TELEPHONE|2004-12-31|2867|19426|259135
1220406|503|MID MICHIGAN CONSTRUCTION|2004-12-31|2500|854518|464080
1220407|503|GRAND RAPIDS LABOR DAY|2004-12-31|250|854518|464080
1220408|503|CHAMPIONS FOR TOMORROW|2004-12-31|500|854518|464080
1220409|503|SVSU FOUNDATION|2004-12-31|2500|854518|464080
1220410|503|PENNFIELD CONSTRUCTION|2004-12-31|50|854518|464080
1220411|503|WEST MICHIGAN CONSTRUCTION|2004-12-31|2500|854518|464080
1220412|503|BAY COUNTY LIBRARY|2004-12-31|1000|854518|464080
1220413|503|VARIOUS GOLF OUTING|2004-12-31|2869|854518|464080
1220414|503|H.O.P.E SCHOLARSHIP|2004-12-31|216|854518|464080
1220415|503|OTHER|2004-12-31|2213|854518|464080
1220416|504|Professional Fees|2004-12-31|1917|854519|464080
1220417|504|PROFESSIONAL FEES|2004-12-31|8553|854520|464080
1220418|504|PROFESSIONAL FEES|2004-12-31|6908|854521|464080
1220419|504|SAFE2WORK PROGRAM|2004-12-31|18958|854522|464080
1220420|504|BUILDING TRADESMAN|2004-12-31|4669|854523|464080
1220421|504|EDUCATIONAL & PUBLICITY|2004-12-31|17814|854524|464080
1220422|505|RENT|2004-12-31|7800|854525|464080
1220423|505|RENT|2004-12-31|3510|854526|464080
1220424|505|INSURANCE|2004-12-31|4437|854527|464080
1220425|505|OFFICE SUPPLIES|2004-12-31|8653|854527|464080
1220426|505|POSTAGE|2004-12-31|2157|854527|464080
1220427|505|TELEPHONE|2004-12-31|6125|854527|464080
1220428|505|BANK CHARGES|2004-12-31|811|854527|464080
1220429|505|RENT|2004-12-31|2400|854528|464080
40844|501|U26 EXPENSES|2004-12-31|11003|26911|262130
40845|502|POSTAGE|2004-12-31|185|26912|262130
40846|502|DONATIONS|2004-12-31|2000|26912|262130
40847|503|MCCROSSANS BOYS RANCH|2004-01-15|150|26913|262130
40848|503|THE BANQUET|2004-12-22|200|26913|262130
40849|503|SIOUX VALLEY FOUNDATION|2004-06-24|250|26913|262130
40850|503|UNIVERSITY OF SIOUX FALLS|2004-08-12|300|26913|262130
40851|503|DAKOTABILITIES|2004-08-19|250|26913|262130
40852|503|MISCELLANEOUS|2004-12-31|2789|26913|262130
40853|504|TRAINING|2004-12-31|1204|26914|262130
40854|504|INSURANCE|2004-12-31|5814|26914|262130
40855|504|UTILITIES|2004-12-31|9997|26914|262130
40856|504|OFFICE|2004-12-31|17382|26914|262130
40857|504|POSTAGE|2004-12-31|2251|26914|262130
40858|504|REPAIRS & MAINTENANCE|2004-12-31|6291|26914|262130
40859|504|PROFESSIONAL FEES|2004-12-31|7185|26914|262130
40860|504|MISCELLANEOUS|2004-12-31|692|26914|262130
40861|505|MEMBER REIMBURSEMENT|2004-12-31|1955|26915|262130
40862|505|STAFF TRAVEL|2004-12-31|1252|26915|262130
40863|505|MEMBER LOST TIME|2004-12-31|14389|26915|262130
40864|505|MEMBER TRAVEL|2004-12-31|4183|26915|262130
40865|505|WAGE DIFFERENTIAL|2004-12-31|197113|26915|262130
40866|505|LMCC EXPENSE|2004-12-31|6465|26915|262130
40867|505|ORGAN'L/CONTRACT NEG/CONF TRAVEL|2004-12-31|1981|26915|262130
40868|505|MEETINGS|2004-12-31|2115|26915|262130
28208|501|BUSINES AGENT EXPENSES|2004-12-31|2931|19454|259143
28209|503|POLICE CONFERENCE BUFFALO - INJURED POLICE|2004-04-30|199|19455|259143
28210|503|BUFFALO POLICE BENEVOLENT ASSOC - INJURED POLICE|2004-06-30|449|19455|259143
28211|503|ERIE CITY POLICE - INJURED POLICE|2004-07-27|252|19455|259143
28212|503|ERIE COUNTY SHERIFF - INJURED SHERIFFS|2004-02-27|325|19455|259143
28213|503|MAYER ANELLO - INJURED MEMBER|2004-02-27|100|19455|259143
28214|503|SLOAN KETTERING HOSPITAL - FIGHT CANCER|2004-03-25|100|19455|259143
28215|503|MEMBERS HARDSHIP-TO HELP MEMBERS OUT INJURED, ILL,|2004-12-31|2850|19455|259143
28216|504|US POST OFFICE - MAILING|2004-12-31|4415|19456|259143
28217|504|HSBC - BANK CHARGES|2004-12-31|132|19456|259143
28218|504|OFFICE SUPPLIES - OFFICE SUPPLIES|2004-12-31|10144|19456|259143
28219|504|RENT - RENT|2004-12-31|7514|19456|259143
28220|504|HSBC INTEREST - VISA INT|2004-12-31|46|19456|259143
28221|504|SUPPLIES - SUPPLIES|2004-12-31|502|19456|259143
28222|504|INSURANCE - DBL, COMP, LIABILITY INC|2004-12-31|2834|19456|259143
28223|504|PRINTING - COMMUNICATION|2004-12-31|763|19456|259143
28224|504|PHONE - COMMUNICATION|2004-12-31|4365|19456|259143
28225|504|ACCOUNTING - RECORDKEEPING|2004-12-31|1659|19456|259143
28226|504|COMPUTER UPDATE - UPDATE SOFTWARE|2004-12-31|2100|19456|259143
28227|504|O'DONNELL - LEGAL FEES|2004-12-31|3525|19456|259143
28228|505|ACTURAL CONSULTING - INFORMATION FOR MEMBERS|2004-12-31|986|19457|259143
28229|505|BOARD MEETING - DIRECTING UNION|2004-12-31|2925|19457|259143
28230|505|CAR LEASE - TRANSPORTATION BUSINESS AGENT|2004-12-31|6516|19457|259143
28231|505|GASOLINE - TRANSPORTATION BUSINESS AGENT|2004-12-31|1754|19457|259143
28232|505|CAR REPAIRS - TRANSPORTATION BUSINESS AGENT|2004-12-31|200|19457|259143
28233|505|REFUNDS INIT & DUES - REFUND OVERPAYMENT|2004-12-31|1217|19457|259143
28234|505|PAYROLL - ADMINISTRATION OF OFFICE|2004-12-31|67435|19457|259143
1222388|501|Arbitration|2004-12-01|8209|856286|464137
1222389|501|Legal Fees|2004-12-01|38121|856287|464137
1222390|501|Stewards Seminar|2004-12-01|6576|856288|464137
1222391|501|Meeting location for Trustee meeting|2004-12-01|5237|856289|464137
1222392|503|Donation|2004-12-01|10040|856290|464137
1222393|504|Gas|2004-12-01|5000|856291|464137
1222394|504|Electricity|2004-12-01|8474|856292|464137
1222395|504|Building Insurance|2004-12-01|5388|856293|464137
1222396|504|Real Estate taxes|2004-12-01|17546|856294|464137
1222397|504|Repairs & maintenance|2004-12-01|8241|856295|464137
1222398|505|Telephones|2004-12-01|5716|856296|464137
1222399|505|Liability Insurance|2004-12-01|7036|856297|464137
1222400|505|Benefit contribution|2004-12-01|13110|856298|464137
1222401|505|Office eqiupment|2004-12-01|5256|856299|464137
107482|503|GIFT CERTIFICATE|2004-02-25|200|73077|273920
107483|503|GIFT CERTIFICATE|2004-09-16|200|73077|273920
107484|503|GIFT CERTIFICATE|2004-11-24|1000|73077|273920
107485|503|GIFT CERTIFICATE|2004-12-17|100|73077|273920
107486|503|CONTRIBUTION|2004-06-02|100|73078|273920
107487|503|DONATION|2004-12-17|200|73079|273920
107488|503|SCHOLARSHIP|2004-01-26|500|73080|273920
107489|503|SCHOLARSHIP|2004-01-26|500|73081|273920
107490|503|SCHOLARSHIP|2004-01-26|500|73082|273920
107491|503|SCHOLARSHIP|2004-01-26|500|73083|273920
107492|503|DONATION|2004-06-02|200|73084|273920
1220348|503|VARIOUS CONTRIBUTIONS|2004-12-01|9368|854452|464072
1220349|504|MAINTENANCE AND UPGRADES|2004-12-01|3683|854453|464072
1220350|504|SUPPLIES, POSTAGE & PRINTING|2004-12-01|13325|854453|464072
1220351|504|TELEPHONE|2004-12-01|7802|854453|464072
1220352|504|BANK & TRUST FEES|2004-12-01|432|854453|464072
1220353|504|AUTO EXPENSE|2004-12-01|3154|854453|464072
1220354|504|INSURANCE|2004-12-01|6386|854453|464072
1220355|504|UTILITIES|2004-12-01|12339|854453|464072
1220356|504|REPAIRS & MAINTENANCE|2004-12-01|1550|854453|464072
1220357|504|OTHER AFFILIATES|2004-12-01|7828|854453|464072
1220358|504|ORGANIZATION EXPENSES|2004-12-01|5871|854453|464072
1220359|504|DUES & SUBSCRIPTIONS|2004-12-01|1161|854453|464072
1220360|504|MISCELLANEOUS|2004-12-01|8315|854453|464072
1220361|504|TRAVEL EXPENSE|2004-12-01|12487|854454|464072
1220362|504|PROFESSIONAL FEES|2004-12-01|6217|854454|464072
1220472|501|WAGE REIMBURSEMENT PROGRAM|2004-12-01|491216|854554|464084
1220473|504|RENT|2004-12-01|38000|854555|464084
1218309|503|Scholarship|2004-09-30|7251|853324|463384
1218310|503|Scholarship|2004-09-30|1800|853324|463384
1218311|504|Grounds Improvement|2004-09-30|3169|853325|463384
1218312|504|Equipment Maintenance|2004-09-30|2839|853325|463384
1218313|504|Insurance|2004-09-30|12132|853325|463384
1218314|504|Miscellaneous|2004-09-30|1260|853325|463384
1218315|504|Maintenance - building & grounds|2004-09-30|6241|853325|463384
1218316|504|Occupancy - other|2004-09-30|811|853325|463384
1218317|504|Office machine maintenance|2004-09-30|60|853325|463384
1218318|504|Postage|2004-09-30|997|853325|463384
1218319|504|Property Taxes|2004-09-30|4656|853325|463384
1218320|504|Supplies|2004-09-30|6406|853325|463384
1218321|504|Depreciation Expense|2004-09-30|10223|853325|463384
1218322|504|Refunds|2004-09-30|89|853325|463384
1218323|504|Bank Charges|2004-09-30|155|853325|463384
1218324|504|Telephone|2004-09-30|19570|853326|463384
1218325|504|Travel & per diem|2004-09-30|16609|853326|463384
1218326|504|Union activity|2004-09-30|5427|853326|463384
1218327|504|Utilities|2004-09-30|8889|853326|463384
1218328|504|Advertising|2004-09-30|410|853326|463384
1218329|504|Legal and accounting|2004-09-30|5609|853326|463384
1218330|505|Lost Time - Officers|2004-09-30|87573|853327|463384
1218331|505|Lost Time - Stewards/Members|2004-09-30|14830|853327|463384
1218332|505|Committee Expenses|2004-09-30|3105|853327|463384
1218333|505|Payroll Taxes|2004-09-30|9794|853327|463384
1218334|505|Salary for full-time exployee|2004-09-30|28727|853327|463384
1218335|505|Retirement for employee|2004-09-30|1007|853327|463384
1220304|501|OFFICER'S|2004-12-01|179189|854414|464057
1220305|501|EMPLOYEES|2004-12-01|141404|854414|464057
1220306|504|OFFICE ADMINISTRATION|2004-12-01|9836|854415|464057
1220307|504|POSTAGE & PRINTING|2004-12-01|5096|854415|464057
1220308|504|TELEPHONE|2004-12-01|25309|854415|464057
1220309|504|UTILITIES|2004-12-01|27507|854415|464057
1220310|504|INSURANCE & SUPPLIES|2004-12-01|21413|854415|464057
1220311|504|MAINTENANCE|2004-12-01|17117|854415|464057
536|501|Subscription|2004-03-19|5808|360|240415
537|501|Audit of financials and Lm-2 preparation|2004-03-19|5880|361|240415
538|501|Printing|2004-01-16|8283|363|240415
539|504|Repair heating and airconditioning|2004-10-08|9634|368|240415
540|504|General liability insurance|2004-11-05|6294|370|240415
541|504|Workmans compensation insurance|2004-06-04|5363|371|240415
542|505|Chairs|2004-08-06|15417|374|240415
124|504|SYMPHONY EXPENSE|2004-12-31|16261|134|228746
125|504|UTILITIES|2004-12-31|12744|134|228746
126|504|REPAIRS|2004-12-31|7363|134|228746
127|504|MEMBER AWARDS|2004-12-31|2796|134|228746
128|504|MISCELLANEOUS|2004-12-31|3773|134|228746
129|504|PRIME INITIATION FUND|2004-12-31|1300|134|228746
130|504|LEGAL & ACCOUNTING|2004-12-31|5655|134|228746
131|505|FUNERALS AND FLOWERS|2004-12-31|1153|135|228746
132|505|MEETINGS|2004-12-31|447|135|228746
133|505|PARKING|2004-12-31|2475|135|228746
134|505|BANK CHARGES|2004-12-31|4833|135|228746
135|505|POSTAGE & MAILING|2004-12-31|9218|135|228746
136|505|OFFICE EXPENSE|2004-12-31|6327|135|228746
137|505|BULLETINS|2004-12-31|3060|135|228746
138|505|ADVERTISING|2004-12-31|2618|135|228746
139|505|DEATH BENEFITS|2004-12-31|4000|135|228746
124540|503|Miami Dade FireFighters Christmas Donation|2004-12-19|500|83248|277772
124541|503|America Lgn Post #23/Donation for Hall/Cntrct Vote|2004-08-23|200|83248|277772
116|504|FEES FOR ACCOUNTING, AUDIT , PREP OF lm-2 AND 990.|2004-03-30|13895|117|228680
22993|501|Legal Fees, Arb, Nego|2004-04-12|5941|15790|252295
22994|504|Construction Draw, Pasadena Hall Remod.|2004-06-28|5000|15792|252295
22995|504|Picnic Food & Supplies|2004-10-21|6704|15794|252295
22996|504|Liability & Bldg Ins|2004-03-03|7794|15795|252295
22997|504|Workers Comp Ins|2004-04-22|5542|15801|252295
1220343|504|ANNUAL AUDIT|2004-09-23|5788|854447|464069
1220344|504|N/A|2004-11-01|0|854448|464069
1220345|504|N/A|2004-11-01|0|854449|464069
1220346|504|T-SHIRTS FOR THE MEMBERS|2004-07-27|10000|854450|464069
1220347|504|BASEBALL CAPS FOR THE MEMBERS|2004-09-08|8948|854450|464069
1219698|504|MONTHLY RENT|2004-01-02|440|854025|463709
1219699|504|MONTHLY RENT|2004-02-05|440|854025|463709
1219700|504|MONTHLY RENT|2004-03-04|440|854025|463709
1219701|504|MONTHLY RENT|2004-04-01|440|854025|463709
1219702|504|MONTHLY RENT|2004-05-06|440|854025|463709
1219703|504|MONTHLY RENT|2004-06-03|440|854025|463709
1219704|504|MONTHLY RENT|2004-07-01|440|854025|463709
1219705|504|MONTHLY RENT|2004-08-05|440|854025|463709
1219706|504|MONTHLY RENT|2004-09-02|440|854025|463709
1219707|504|MONTHLY RENT|2004-10-01|440|854025|463709
1219708|504|MONTHLY RENT|2004-11-02|440|854025|463709
1219709|504|MONTHLY RENT|2004-12-02|440|854025|463709
1219710|504|1ST INSTALLMENT REAL ESTATE TAXES|2004-06-10|2824|854027|463748
1219711|504|2ND INSTALLMENT REAL ESTATE TAXES|2004-09-01|2823|854027|463748
214|503|CONTRIBUTION|2004-01-12|500|215|229199
215|503|CONTRIBUTION|2004-07-26|500|216|229199
216|503|CONTRIBUTION|2004-08-17|250|217|229199
217|503|PEOPLE TO PEOPLE STUDENT AMBASSODOR PROGRAM|2004-10-24|200|218|229199
218|503|DONATION|2004-10-04|200|219|229199
219|503|DONATION|2004-10-04|200|220|229199
220|503|DONATION - SAM, BLOOM SCHOLARSHIP FUND|2004-10-07|200|221|229199
221|503|CONTRIBUTION|2004-11-14|100|222|229199
222|503|MUSCULAR DYSTROPHY BENEFIT|2004-10-18|150|223|229199
223|503|CONTRIBUTION|2004-12-06|600|224|229199
224|503|CONTRIBUTIONS|2004-12-31|150|225|229199
225|504|AUDITING|2004-04-05|5225|226|229199
226|504|AUDITING|2004-04-21|705|226|229199
227|504|AUDITING|2004-07-26|5225|226|229199
228|504|LEGAL|2004-01-19|27|227|229199
229|504|LEGAL|2004-04-21|243|227|229199
230|504|LEGAL|2004-07-16|317|227|229199
231|504|LEGAL|2004-08-17|145|227|229199
232|504|LEGAL|2004-10-20|2282|227|229199
233|504|LEGAL|2004-12-02|708|227|229199
234|504|LEGAL|2004-12-31|384|227|229199
235|504|PREDECESSOR AUDITOR|2004-04-05|300|228|229199
236|504|TPA|2004-01-05|100|228|229199
237|504|TPA|2004-02-06|100|228|229199
238|504|TPA|2004-04-07|100|228|229199
239|504|TPA|2004-06-18|200|228|229199
240|504|TPA|2004-07-16|100|228|229199
241|504|SECRETARIAL SERVICES|2004-12-30|370|228|229199
242|504|SECRETARIAL SERVICES|2004-10-05|430|228|229199
243|504|SECRETARIAL SERVICES|2004-07-16|415|228|229199
244|504|SECRETARIAL SERVICES|2004-05-28|340|228|229199
245|504|SECRETARIAL SERVICES|2004-03-11|475|228|229199
246|504|SYSTEM INSTALL|2004-03-11|898|228|229199
247|504|ACCOUNTING/BOOKKEEPING SUPPORT|2004-03-25|100|228|229199
248|504|ELECTRICITY|2004-01-30|34|229|229199
249|504|ELECTRICITY|2004-01-30|160|229|229199
250|504|ELECTRICITY|2004-02-24|42|229|229199
251|504|ELECTRICITY|2004-02-24|185|229|229199
252|504|ELECTRICITY|2004-03-25|153|229|229199
253|504|ELECTRICITY|2004-03-30|39|229|229199
254|504|ELECTRICITY|2004-04-21|209|229|229199
255|504|ELECTRICITY|2004-05-25|272|229|229199
256|504|ELECTRICITY|2004-06-25|361|229|229199
257|504|ELECTRICITY|2004-07-26|368|229|229199
258|504|ELECTRICITY|2004-08-24|388|229|229199
259|504|ELECTRICITY|2004-09-22|322|229|229199
260|504|ELECTRICITY|2004-10-18|493|229|229199
261|504|GARBAGE REMOVAL|2004-01-05|21|230|229199
262|504|GARBAGE REMOVAL|2004-02-06|21|230|229199
263|504|GARBAGE REMOVAL|2004-03-11|22|230|229199
264|504|GARBAGE REMOVAL|2004-04-14|22|230|229199
265|504|GARBAGE REMOVAL|2004-05-25|22|230|229199
266|504|GARBAGE REMOVAL|2004-06-11|22|230|229199
267|504|GARBAGE REMOVAL|2004-07-16|22|230|229199
268|504|GARBAGE REMOVAL|2004-08-05|22|230|229199
269|504|GARBAGE REMOVAL|2004-09-01|22|230|229199
270|504|GARBAGE REMOVAL|2004-10-05|22|230|229199
271|504|GARBAGE REMOVAL|2004-11-01|22|230|229199
272|504|GARBAGE REMOVAL|2004-12-02|23|230|229199
273|504|WATER & SEWER|2004-01-19|61|231|229199
274|504|WATER & SEWER|2004-02-06|57|231|229199
275|504|WATER & SEWER|2004-03-25|57|231|229199
276|504|WATER & SEWER|2004-04-21|70|231|229199
277|504|WATER & SEWER|2004-05-25|70|231|229199
278|504|WATER & SEWER|2004-06-25|63|231|229199
279|504|WATER & SEWER|2004-07-16|63|231|229199
280|504|WATER & SEWER|2004-08-17|70|231|229199
281|504|WATER & SEWER|2004-09-22|63|231|229199
282|504|WATER & SEWER|2004-10-18|66|231|229199
283|504|WATER & SEWER|2004-11-18|73|231|229199
284|504|WATER & SEWER|2004-12-31|73|231|229199
285|504|JANITORIAL|2004-01-30|237|232|229199
286|504|JANITORIAL|2004-02-27|236|232|229199
287|504|JANITORIAL|2004-03-30|237|232|229199
288|504|JANITORIAL|2004-04-30|236|232|229199
289|504|JANITORIAL|2004-05-28|237|232|229199
290|504|JANITORIAL|2004-06-25|236|232|229199
291|504|CLEANING SUPPLIES|2004-03-01|55|233|229199
292|504|CLEANING SUPPLIES|2004-06-01|20|233|229199
293|504|BUILDING REPAIRS|2004-02-20|190|233|229199
294|504|MEMBERSHIP RENEWAL UA VISA|2004-02-24|112|233|229199
295|504|PRINTING|2004-03-01|36|233|229199
296|504|PRINTING|2004-06-01|42|233|229199
297|504|POSTAGE|2004-06-01|49|233|229199
298|504|OFFICE SUPPLIES|2004-02-20|133|233|229199
299|504|OFFICE SUPPLIES|2004-03-01|88|233|229199
300|504|OFFICE SUPPLIES|2004-06-01|10|233|229199
301|504|TRAVEL EXPENSES|2004-06-18|224|233|229199
302|504|TRAVEL EXPENSES|2004-02-18|24|233|229199
303|504|JANITORIAL SUPPLIES|2004-08-05|7|234|229199
304|504|BUILDING MAINTENANCE|2004-12-21|47|234|229199
305|504|AUTOMOBILE REIMBURSEMENT|2004-01-12|4|234|229199
306|504|AUTOMOBILE REIMBURSEMENT|2004-07-16|104|234|229199
307|504|AUTOMOBILE REIMBURSEMENT|2004-10-07|253|234|229199
308|504|AUTOMOBILE REIMBURSEMENT|2004-11-01|897|234|229199
309|504|AUTOMOBILE REIMBURSEMENT|2004-12-14|21|234|229199
310|504|AUTOMOBILE REIMBURSEMENT|2004-12-17|303|234|229199
311|504|AUTOMOBILE REIMBURSEMENT|2004-06-24|75|234|229199
312|504|AUTOMOBILE REIMBURSEMENT|2004-07-01|75|234|229199
313|504|AUTOMOBILE REIMBURSEMENT|2004-07-08|75|234|229199
314|504|AUTOMOBILE REIMBURSEMENT|2004-07-15|75|234|229199
315|504|AUTOMOBILE REIMBURSEMENT|2004-07-22|75|234|229199
316|504|JANITORIAL|2004-08-17|293|235|229199
317|504|JANITORIAL|2004-09-28|240|235|229199
318|504|JANITORIAL|2004-11-01|240|235|229199
319|504|JANITORIAL|2004-12-02|239|235|229199
320|504|JANITORIAL|2004-12-31|240|235|229199
321|504|JANITORIAL SUPPLY|2004-09-14|28|236|229199
322|504|JANITORIAL SUPPLY|2004-09-14|35|236|229199
323|504|JANITORIAL SUPPLY|2004-10-05|85|236|229199
324|504|JANITORIAL SUPPLY|2004-12-14|60|236|229199
325|504|FLOWERS|2004-09-16|112|237|229199
326|504|JANITORIAL SUPPLY|2004-09-16|71|237|229199
327|504|OFFICE SUPPLY|2004-09-16|160|237|229199
328|504|POSTAGE|2004-09-16|31|237|229199
329|504|PRINTING|2004-09-16|80|237|229199
