OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
4147145|504|RETIREMENT  PLANS|2020-01-21|27311|2723098|739158
4147146|504|RETIREMENT  PLANS|2020-06-22|20290|2723098|739158
4147147|504|RETIREMENT  PLANS|2020-03-02|19632|2723098|739158
4147148|504|RETIREMENT  PLANS|2019-09-30|19797|2723098|739158
4147149|504|RETIREMENT  PLANS|2019-11-18|17971|2723098|739158
4147150|504|RETIREMENT  PLANS|2020-03-27|19627|2723098|739158
4147151|504|RETIREMENT  PLANS|2019-11-12|17976|2723098|739158
4147152|504|RETIREMENT  PLANS|2020-04-03|19470|2723098|739158
4147153|504|RETIREMENT  PLANS|2020-04-10|19470|2723098|739158
4147154|504|RETIREMENT  PLANS|2019-11-05|19674|2723098|739158
4147155|504|RETIREMENT  PLANS|2019-12-02|18260|2723098|739158
4147156|504|RETIREMENT  PLANS|2019-10-28|19884|2723098|739158
4147157|504|RETIREMENT  PLANS|2019-10-28|10184|2723098|739158
4147158|504|RETIREMENT  PLANS|2019-10-18|21954|2723098|739158
4147159|504|RETIREMENT  PLANS|2020-04-17|19470|2723098|739158
4147160|504|RETIREMENT  PLANS|2019-10-07|20976|2723098|739158
4147161|504|RETIREMENT  PLANS|2019-11-25|18080|2723098|739158
4147162|504|RETIREMENT  PLANS|2020-06-29|20970|2723098|739158
4147163|504|RETIREMENT  PLANS|2019-09-23|23124|2723098|739158
4147164|504|RETIREMENT  PLANS|2019-12-09|18269|2723098|739158
4147165|504|RETIREMENT  PLANS|2019-12-16|17919|2723098|739158
4147166|504|RETIREMENT  PLANS|2019-12-23|17809|2723098|739158
4147167|504|RETIREMENT  PLANS|2020-03-09|19892|2723098|739158
4147168|504|RETIREMENT  PLANS|2019-09-16|20281|2723098|739158
4147169|504|RETIREMENT  PLANS|2020-04-27|19469|2723098|739158
4147170|504|RETIREMENT  PLANS|2019-09-09|19762|2723098|739158
4147171|504|RETIREMENT  PLANS|2019-09-09|7400|2723098|739158
4147172|504|RETIREMENT  PLANS|2019-12-31|17976|2723098|739158
4147173|504|RETIREMENT  PLANS|2020-03-23|19487|2723098|739158
4147174|504|RETIREMENT  PLANS|2020-05-04|19791|2723098|739158
4147175|504|RETIREMENT  PLANS|2020-03-16|20443|2723098|739158
4147176|504|UFT CELL PHONES|2019-09-12|6379|2723099|739158
4147177|504|UFT CELL PHONE|2019-08-29|5016|2723099|739158
4147178|504|UFT CELL PHONES|2019-10-04|6374|2723099|739158
4147179|504|UFT CELL PHONES|2019-11-15|8773|2723099|739158
4147180|504|WEBSITE|2020-02-06|24000|2723100|739158
4147181|504|COPY LEASE|2019-08-22|8492|2723101|739158
4147182|504|COPY LEASE|2019-09-06|7888|2723101|739158
4147183|504|COPY LEASE|2019-09-19|5716|2723101|739158
4147184|504|COPY LEASE|2019-10-18|15127|2723101|739158
4147185|504|COPY LEASE|2019-09-26|5112|2723101|739158
4147186|504|COPY LEASE|2019-08-01|6635|2723101|739158
4147187|504|COPY LEASE|2019-12-27|5112|2723101|739158
4147188|504|COPY LEASE|2019-11-15|8492|2723101|739158
4147189|504|COPY LEASE|2019-11-21|5112|2723101|739158
4147190|504|COPY LEASE|2020-04-16|12351|2723101|739158
4147191|504|COPY LEASE|2020-07-30|23015|2723101|739158
4147192|504|COPY LEASE|2020-01-17|8492|2723101|739158
4147193|504|COPY LEASE|2020-05-15|20950|2723101|739158
4147194|504|COPY LEASE|2020-07-23|7239|2723101|739158
4147195|504|COPY LEASE|2020-03-20|10828|2723101|739158
4147196|504|COPY LEASE|2020-02-27|5112|2723101|739158
4147197|504|COPY LEASE|2020-01-30|5112|2723101|739158
4147198|504|COPY LEASE|2020-02-06|8610|2723101|739158
4147199|504|PHONE SOFTWARE / CONSULTING|2020-05-07|152136|2723103|739158
4147200|504|PHONE SOFTWARE / CONSULTING|2020-03-20|210000|2723103|739158
4147201|504|PHONE SOFTWARE / CONSULTING|2020-01-24|141595|2723103|739158
4147202|504|PHONE SOFTWARE / CONSULTING|2019-11-07|272615|2723103|739158
4147203|504|PHONE SOFTWARE / CONSULTING|2020-02-27|78016|2723103|739158
4147204|504|PHONE SOFTWARE / CONSULTING|2019-10-31|12528|2723103|739158
4147205|504|PHONE SOFTWARE / CONSULTING|2020-06-05|74138|2723103|739158
4147206|504|PHONE SOFTWARE / CONSULTING|2019-08-01|122741|2723103|739158
4147207|504|PHONE SOFTWARE / CONSULTING|2020-01-30|78381|2723103|739158
4147208|504|PHONE SOFTWARE / CONSULTING|2020-03-05|80348|2723103|739158
4147209|504|PHONE SOFTWARE / CONSULTING|2019-11-15|93440|2723103|739158
4147210|504|PHONE SOFTWARE / CONSULTING|2020-07-09|80342|2723103|739158
4147211|504|PHONE SOFTWARE / CONSULTING|2020-07-30|83072|2723103|739158
4147212|504|AV SUPPLIES|2019-09-19|9063|2723105|739158
4147213|504|PARKING|2019-10-18|5600|2723106|739158
4147214|504|PARKING|2019-10-18|6540|2723106|739158
4147215|504|GIFT CARDS FOR STUDENTS|2020-06-05|6356|2723108|739158
4147216|504|GIFT CARDS FOR STUDENTS|2020-07-06|5980|2723108|739158
4147217|504|SUBSRIPTION|2020-04-09|6469|2723114|739158
4147218|504|SUPPORT|2020-01-03|5000|2723115|739158
4147219|504|LEGAL SERVICES|2019-08-15|5785|2723116|739158
4147220|504|CONSULTING|2020-01-24|20000|2723117|739158
4147221|504|SPONSOR|2019-11-15|10000|2723118|739158
4147222|504|COPY COSTS|2019-10-31|10432|2723119|739158
4147223|504|COPY COSTS|2019-10-24|5595|2723119|739158
4147224|504|COPY COSTS|2019-08-22|31296|2723119|739158
4147225|504|COPY COSTS|2019-11-07|10432|2723119|739158
4147226|504|COPY COSTS|2019-11-15|10120|2723119|739158
4147227|504|COPY COSTS|2019-11-15|9195|2723119|739158
4147228|504|COPY COSTS|2019-10-18|9195|2723119|739158
4147229|504|COPY COSTS|2019-08-29|20696|2723119|739158
4147230|504|COPY COSTS|2019-09-19|14268|2723119|739158
4147231|504|COPY COSTS|2019-09-12|9195|2723119|739158
4147232|504|COPY COSTS|2019-09-06|10553|2723119|739158
4147233|504|COPY COSTS|2019-12-12|9194|2723119|739158
4147234|504|COPY COSTS|2019-08-22|9195|2723119|739158
4147235|504|COPY COSTS|2019-08-15|10432|2723119|739158
4147236|504|COPY COSTS|2019-08-08|26014|2723119|739158
4147237|504|COPY COSTS|2019-08-01|21305|2723119|739158
4147238|504|COPY COSTS|2019-12-12|8469|2723119|739158
4147239|504|COPY COSTS|2020-01-03|11595|2723119|739158
4147240|504|COPY COSTS|2020-01-17|17895|2723119|739158
4147241|504|COPY COSTS|2020-05-07|17733|2723119|739158
4147242|504|COPY COSTS|2020-07-30|10432|2723119|739158
4147243|504|COPY COSTS|2020-01-17|9199|2723119|739158
4147244|504|COPY COSTS|2020-06-26|9194|2723119|739158
4147245|504|COPY COSTS|2020-06-26|10833|2723119|739158
4147246|504|COPY COSTS|2020-05-22|15112|2723119|739158
4147247|504|COPY COSTS|2020-05-15|18389|2723119|739158
4147248|504|COPY COSTS|2020-07-16|9194|2723119|739158
4147249|504|COPY COSTS|2020-04-16|89397|2723119|739158
4147250|504|COPY COSTS|2020-03-12|9194|2723119|739158
4147251|504|COPY COSTS|2020-02-27|10039|2723119|739158
4147252|504|COPY COSTS|2020-02-27|8471|2723119|739158
4147253|504|COPY COSTS|2020-02-06|24145|2723119|739158
4147254|504|COPY COSTS|2020-01-30|20223|2723119|739158
4147255|504|COPY COSTS|2020-03-05|21107|2723119|739158
4147256|504|COPY COSTS|2019-11-21|10432|2723119|739158
4147257|504|CONSULTING|2020-05-07|5000|2723120|739158
4147258|504|CONSULTING|2020-04-09|5000|2723120|739158
4147259|504|CONSULTING|2020-03-12|5000|2723120|739158
4147260|504|CONSULTING|2020-02-13|5000|2723120|739158
4147261|504|CONSULTING|2020-07-09|5000|2723120|739158
4147262|504|CONSULTING|2020-01-17|5000|2723120|739158
4147263|504|CONSULTING|2020-06-12|5000|2723120|739158
4147264|504|PROMOTION|2020-05-22|19500|2723121|739158
4147265|504|PROMOTION|2019-11-21|19500|2723121|739158
4147266|504|BACKPACKS-NEW TEACHERS|2019-08-22|14813|2723122|739158
4147267|504|SUPPLIES|2020-07-06|7042|2723123|739158
4147268|504|SUPPLIES|2020-07-06|7261|2723123|739158
4147269|504|SUPPLIES|2020-06-05|5070|2723123|739158
4147270|504|SUPPLIES|2020-07-06|6517|2723123|739158
4147271|504|SUPPLIES|2020-06-05|5728|2723123|739158
4147272|504|SUPPLIES|2020-07-06|9368|2723123|739158
4147273|504|SUPPLIES|2020-06-05|9700|2723123|739158
4147274|504|SUPPLIES|2020-06-05|13993|2723123|739158
4116367|503|Contribution|2019-12-10|5000|2703829|736554
4116368|504|Severance Pay|2020-06-30|107460|2703830|736554
4116369|504|Severance Pay|2020-06-30|86910|2703831|736554
4116370|504|Severance Pay|2020-06-30|55094|2703832|736554
4116371|504|Severance Pay|2020-06-30|55094|2703833|736554
4116372|504|Audit/Accounting Services|2019-07-30|5700|2703834|736554
4116373|504|Audit/Accounting Services|2019-10-28|5800|2703834|736554
4116374|504|Audit/Accounting Services|2019-10-28|8500|2703834|736554
4116375|504|Audit/Accounting Services|2020-04-01|9600|2703834|736554
4116376|503|Member Gifts|2019-12-10|12540|2703837|736554
4116377|503|Promotional Items|2019-11-06|6474|2703838|736554
4116378|504|Insurance Policy|2020-06-01|15280|2703839|736554
4116379|504|Office Rent|2020-02-05|5794|2703841|736554
4116380|504|Insurance Policy|2020-04-13|5634|2703842|736554
4116381|505|Member Holiday Luncheon|2019-12-10|6495|2703843|736554
4116382|505|Member Holiday Luncheon|2019-07-03|5000|2703843|736554
4116383|505|Member Holiday Luncheon|2019-08-05|12905|2703843|736554
4147790|503|LOGO MASKS|2020-09-15|5337|2723529|739728
4144052|501|LEGAL FEES|2020-03-26|7586|2720937|738912
4144053|501|LEGAL FEES|2020-06-16|17311|2720937|738912
4144054|504|ANNUAL REVIEW OF RECORDS|2020-09-30|14000|2720938|738912
4144055|504|RENT|2019-10-01|11832|2720940|738912
4144056|504|RENT|2019-11-01|11804|2720940|738912
4144057|504|RENT|2019-12-01|11794|2720940|738912
4144058|504|RENT|2020-01-01|23985|2720940|738912
4144059|504|RENT|2020-02-01|11756|2720940|738912
4144060|504|RENT|2020-03-01|11783|2720940|738912
4144061|504|RENT|2020-04-01|11507|2720940|738912
4144062|504|RENT|2020-05-01|11507|2720940|738912
4144063|504|RENT|2020-06-01|11809|2720940|738912
4144064|504|RENT|2020-07-01|27163|2720940|738912
4144065|504|RENT|2020-08-01|11809|2720940|738912
4144066|504|RENT|2020-09-01|11809|2720940|738912
4045479|504|Review Engagement|2019-09-25|5000|2658968|730304
4142711|504|Union Liability Coverage|2020-02-18|5141|2719682|738723
4142712|504|Monthly service, database maintenance project|2020-02-18|8571|2719684|738723
4142713|504|Auto, commercial and umbrella insurance policy|2019-11-27|8108|2719688|738723
4142714|504|Accounting Fees|2020-01-13|5000|2719690|738723
4141572|504|Christmas Party Expense|2020-02-14|5980|2718680|738408
4095758|503|SEASON TICKETS|2020-01-06|9982|2692392|736163
4095759|503|STIMULUS PAYMENT|2019-08-07|72000|2692394|736163
4095760|503|STIMULUS PAYMENT|2020-02-20|36000|2692394|736163
4095761|503|STIMULUS PAYMENT|2020-05-18|36000|2692394|736163
4095762|504|PAYROLL AUDITS|2019-08-26|6015|2692405|736163
4095763|504|AUDIT, LM-2, 990 PROGRESS BILLING|2019-09-03|15000|2692405|736163
4095764|504|FINAL BILLING, PAYROLL AUDITS|2019-09-23|13597|2692405|736163
4095765|504|LOCAL 774 AND LOCAL 137 ISSUES|2019-10-10|5349|2692406|736163
4095766|504|BENEFITS AND COVID LEAVE, GREIVANCES, DELINQUENCIE|2020-06-09|6753|2692407|736163
4095767|504|LOCAL 513 AUDIT|2019-10-04|6830|2692410|736163
4095768|503|INTERNATIONAL PATCH RAFFLE PRIZE|2019-08-20|5400|2692414|736163
4095769|503|TRANSFER OF FUNDS TO NEW PATCH ORGANIZATION|2019-10-17|23000|2692415|736163
4095770|504|UNION LIABILITY INSURANCE PREMIUM|2019-07-08|29431|2692421|736163
4095771|504|PACKAGE/PROPERTY 1ST INSTALLMENT|2019-10-10|10402|2692421|736163
4095772|504|BOND POLICY|2019-10-10|6013|2692421|736163
4095773|504|PACKAGE/PROPERTY 2ND INSTALLMENT|2019-12-23|8090|2692421|736163
4095774|504|PACKAGE/PROPERTY 3RD INSTALLMENT|2020-03-31|8090|2692421|736163
4095775|504|PACKAGE/PROPERTY 4TH INSTALLMENT|2020-06-22|8090|2692421|736163
4095776|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2019-07-12|6924|2692424|736163
4095777|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2019-08-07|6872|2692424|736163
4095778|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2019-10-10|9083|2692424|736163
4095779|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2019-11-13|7185|2692424|736163
4095780|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2019-12-18|5305|2692424|736163
4095781|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2020-01-09|6538|2692424|736163
4095782|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2020-02-10|10221|2692424|736163
4095783|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2020-03-12|7383|2692424|736163
4095784|504|DISTRICT COUNCIL LEGAL ISSUES & DELINQUENCY|2020-04-14|9174|2692424|736163
4142715|505|AUDIT & TAX RETURN SERVICES|2020-01-20|9100|2719694|738724
4142716|504|UNION MEMBER CALENDARS|2019-11-21|7037|2719695|738724
4147800|504|ACCIDENT POLICY|2020-01-07|21688|2723560|739866
4147801|504|ACCIDENT POLICY|2020-02-05|21715|2723560|739866
4147802|504|ACCIDENT POLICY|2020-03-04|21831|2723560|739866
4147803|504|ACCIDENT POLICY|2020-04-06|21528|2723560|739866
4147804|504|ACCIDENT POLICY|2020-04-29|21384|2723560|739866
4147805|504|ACCIDENT POLICY|2020-06-01|21107|2723560|739866
4147806|504|ACCIDENT POLICY|2020-07-06|20258|2723560|739866
4147807|504|ACCIDENT POLICY|2020-08-03|19865|2723560|739866
4147808|504|ACCIDENT POLICY|2020-09-04|19722|2723560|739866
4147809|504|ACCIDENT POLICY|2020-10-01|17522|2723560|739866
4147810|504|ACCIDENT POLICY|2020-10-30|16879|2723560|739866
4147811|504|ACCIDENT POLICY|2020-12-02|16101|2723560|739866
4147812|504|MASKS|2020-05-18|15210|2723563|739866
4147813|504|MASKS|2020-06-08|11447|2723563|739866
4147814|501|LEGAL SERVICES |2020-11-04|5830|2723564|739866
4147815|504|COMMERCIAL PREMIUM|2020-11-18|12544|2723565|739866
4147816|504|COMMERCIAL PREMIUM|2020-03-01|7807|2723565|739866
4147817|503|CLOCKS|2020-08-17|5354|2723566|739866
4091189|501|Membership Dues - Monthly|2020-06-30|18142|2689131|735953
4091190|504|Rent - Paid Monthly|2020-06-30|16226|2689134|735953
4091191|504|Contractor - Paid Monthly|2020-06-30|14000|2689136|735953
4091192|504|Audit & Accounting Fees|2020-06-30|21750|2689137|735953
4091193|504|Bookkeeping Services - Paid Monthly|2020-06-30|13409|2689138|735953
4091194|504|Insurance Services|2020-06-30|5532|2689139|735953
4091195|504|Insurance Services|2020-06-30|5046|2689140|735953
4043374|504|rent|2019-04-01|13039|2657119|729845
4043375|505|anual legal retainer|2019-04-01|9132|2657121|729845
4080035|505|Audit of Y/E F/S and form preparation|2020-07-01|6575|2679414|733476
4080036|505|Funds transferred upon merger|2020-07-15|124470|2679415|733476
4144196|504|Dues Reimbursement|2020-09-08|15000|2721080|738929
4144197|501|Professional Fees|2020-07-10|18000|2721082|738929
4144198|501|Professional Fees|2020-08-03|18000|2721082|738929
4144199|501|Professional Fees|2020-09-01|18000|2721082|738929
4144200|504|Professional Fees|2020-07-01|62500|2721083|738929
4144201|501|Legal Fees|2020-08-03|5395|2721087|738929
4144202|501|Professional Fees|2020-07-01|11212|2721088|738929
4144203|501|Professional Fees|2020-08-01|5558|2721088|738929
4144204|501|Professional Fees|2020-08-01|6451|2721088|738929
4144205|501|Professional Fees|2020-08-01|6208|2721088|738929
4144206|501|Professional Fees|2020-08-01|5395|2721088|738929
4144207|501|Professional Fees|2020-08-01|6370|2721088|738929
4144208|501|Professional Fees|2020-08-01|6662|2721088|738929
4144209|501|Professional Fees|2020-08-01|5476|2721088|738929
4144210|501|Professional Fees|2020-08-01|5476|2721088|738929
4144211|501|Professional Fees|2020-08-01|6776|2721088|738929
4144212|501|Professional Fees|2020-09-21|10000|2721089|738929
4144213|501|Professional Fees|2020-07-01|10000|2721089|738929
4144214|501|Professional Fees|2020-08-01|10000|2721089|738929
4144215|501|Professional Fees|2020-09-01|10000|2721089|738929
4144216|501|Legal Fees|2020-07-10|9385|2721090|738929
4144217|501|Legal Fees|2020-08-03|13373|2721090|738929
4144218|501|Legal Fees|2020-08-03|18222|2721090|738929
4144219|501|Legal Fees|2020-08-03|24495|2721090|738929
4144220|502|Lobbying|2020-08-03|5250|2721091|738929
4144221|503|Contribution|2020-07-03|16667|2721092|738929
4144222|503|Contribution|2020-07-03|16667|2721093|738929
4144223|504|Dues Reimbursement|2020-09-22|7500|2721094|738929
4144224|504|Consultants and Speakers|2020-07-01|8000|2721095|738929
4144225|504|Software as a Service|2020-07-21|20387|2721096|738929
4144226|504|Player Marketing|2020-07-22|5000|2721098|738929
4144227|504|Dues Reimbursement|2020-09-14|15000|2721099|738929
4144228|504|Dues Reimbursement|2020-09-22|15000|2721101|738929
4144229|501|Legal Fees|2020-08-03|8662|2721104|738929
4144230|501|Legal Fees|2020-08-03|5280|2721104|738929
4144231|504|Legal Fees|2020-08-03|7175|2721105|738929
4144232|504|Player Marketing|2020-08-03|5000|2721106|738929
4144233|504|Licensing 2018-2019|2020-08-18|113473|2721107|738929
4144234|504|Licensing 2018-2019|2020-09-08|49237|2721108|738929
4144235|504|Accounting|2020-07-03|10726|2721109|738929
4144236|504|Accounting|2020-07-01|5721|2721109|738929
4144237|504|Accounting|2020-07-01|11060|2721109|738929
4144238|504|Accounting|2020-07-01|14170|2721109|738929
4144239|504|Licensing 2018-2019|2020-08-18|98473|2721110|738929
4144240|504|Dues Reimbursement|2020-07-10|15000|2721111|738929
4144241|504|Licensing|2020-07-10|113365|2721111|738929
4144242|504|Player Marketing|2020-07-13|17000|2721113|738929
4144243|504|Player Marketing|2020-08-04|5000|2721113|738929
4144244|504|Legal Fees|2020-07-03|150000|2721114|738929
4144245|504|Legal Fees|2020-07-03|11350|2721114|738929
4144246|504|Legal Fees|2020-07-10|11308|2721114|738929
4144247|504|Software as a Service|2020-08-23|12308|2721116|738929
4144248|504|Rent|2020-07-28|16442|2721117|738929
4144249|504|Rent|2020-07-28|283764|2721117|738929
4144250|504|Rent|2020-07-28|56322|2721117|738929
4144251|504|Utilities Expense|2020-07-31|11246|2721117|738929
4144252|504|Rent|2020-08-31|16442|2721117|738929
4144253|504|Utilities Expense|2020-08-31|23647|2721117|738929
4144254|504|Rent|2020-07-10|283764|2721117|738929
4144255|504|Rent|2020-07-10|56322|2721117|738929
4144256|504|Utilities Expense|2020-07-02|16442|2721117|738929
4144257|504|Rent|2020-07-02|283764|2721117|738929
4144258|504|Rent|2020-07-02|56322|2721117|738929
4144259|504|Utilities Expense|2020-09-01|7813|2721117|738929
4144260|504|Repairs and Maintenance|2020-09-01|6673|2721117|738929
4144261|504|Consultants and Speakers|2020-08-01|68750|2721118|738929
4144262|504|Consultants and Speakers|2020-08-01|6250|2721118|738929
4144263|504|Consultants and Speakers|2020-07-28|22917|2721120|738929
4144264|504|Consultants and Speakers|2020-08-31|22917|2721120|738929
4144265|504|Consultants and Speakers|2020-09-30|22917|2721120|738929
4144266|504|Player Marketing|2020-08-01|5000|2721121|738929
4144267|504|Player Marketing|2020-07-01|5000|2721122|738929
4144268|504|Events - Production|2020-07-01|53120|2721123|738929
4144269|504|Software as a Service|2020-07-15|23145|2721124|738929
4144270|504|Player Marketing|2020-07-03|5000|2721126|738929
4144271|504|Player Marketing|2020-07-03|15000|2721127|738929
4144272|504|Repairs and Maintenance|2020-07-22|22356|2721128|738929
4144273|504|Marketing|2020-08-19|5000|2721129|738929
4144274|504|Player Marketing|2020-08-01|5000|2721131|738929
4144275|504|Consultants and Speakers|2020-07-28|10000|2721132|738929
4144276|504|Consultants and Speakers|2020-07-31|10000|2721132|738929
4144277|504|Consultants and Speakers|2020-08-11|10000|2721132|738929
4144278|504|Production|2020-07-17|7725|2721133|738929
4144279|504|Production|2020-08-03|6399|2721133|738929
4144280|504|Player Marketing|2020-07-13|17000|2721134|738929
4144281|504|Licensing 2018-2019|2020-08-04|113473|2721135|738929
4144282|504|Legal Fees|2020-09-01|8055|2721137|738929
4144283|504|Consultants and Speakers|2020-07-01|14000|2721138|738929
4144284|504|Consultants and Speakers|2020-07-01|7875|2721138|738929
4144285|504|Software as a Service|2020-07-03|10000|2721139|738929
4144286|504|Software as a Service|2020-09-01|10000|2721139|738929
4144287|504|Player Marketing|2020-08-17|50000|2721140|738929
4144288|504|Player Marketing|2020-09-01|30000|2721141|738929
4144289|504|Licensing 2018-2019|2020-09-11|49237|2721142|738929
4144290|504|Consultants and Speakers|2020-08-14|8662|2721143|738929
4144291|504|Licensing|2020-09-14|25344|2721144|738929
4144292|504|Licensing 2018-2019|2020-09-22|98473|2721145|738929
4144293|504|Dues Reimbursement|2020-09-08|15000|2721146|738929
4144294|504|Consultants and Speakers|2020-07-01|10000|2721147|738929
4144295|504|Scouting Service|2020-09-15|7200|2721148|738929
4144296|504|Scouting Service|2020-07-31|7200|2721148|738929
4144297|504|Scouting Service|2020-08-15|7200|2721148|738929
4144298|504|Dues Reimbursement|2020-09-22|15000|2721149|738929
4144299|504|Licensing|2020-09-22|59684|2721149|738929
4144300|504|Player Marketing|2020-07-13|7500|2721150|738929
4144301|504|Player Marketing|2020-08-03|5000|2721150|738929
4144302|504|Professional Fees|2020-08-07|14616|2721151|738929
4144303|504|Licensing|2020-09-14|22000|2721152|738929
4144304|504|Player Marketing|2020-09-01|5000|2721153|738929
4144305|504|Consultants and Speakers|2020-07-06|18333|2721154|738929
4144306|504|Dues Reimbursement|2020-09-18|15000|2721155|738929
4144307|504|Licensing 2018-2019|2020-08-04|113473|2721156|738929
4144308|504|Dues Reimbursement|2020-09-07|15000|2721157|738929
4144309|504|Dues Reimbursement|2020-09-22|7500|2721158|738929
4144310|504|Licensing 2018-2019|2020-07-24|98473|2721159|738929
4144311|504|Documentary Production Costs|2020-08-01|15000|2721160|738929
4144312|504|Documentary Production Costs|2020-09-01|5000|2721160|738929
4144313|504|Documentary Production Costs|2020-07-01|267593|2721160|738929
4144314|504|Documentary Production Costs|2020-07-01|9000|2721160|738929
4144315|504|Documentary Production Costs|2020-08-01|9000|2721160|738929
4144316|504|Player Marketing|2020-07-01|5000|2721161|738929
4144317|504|Player Marketing|2020-07-10|7000|2721162|738929
4144318|504|Player Marketing|2020-08-01|5000|2721163|738929
4144319|504|Events - Catering|2020-08-14|15876|2721164|738929
4144320|504|Travel - Car Service  Taxi|2020-08-28|5512|2721165|738929
4144321|504|Software as a Service|2020-07-01|7888|2721166|738929
4144322|504|Software as a Service|2020-07-21|7912|2721166|738929
4144323|504|Software as a Service|2020-08-22|7905|2721166|738929
4144324|504|Licensing 2018-2019|2020-08-31|98473|2721167|738929
4144325|504|Dues Reimbursement|2020-09-22|15000|2721168|738929
4144326|504|Player Marketing|2020-07-03|10000|2721170|738929
4144327|504|Investment - Advisory|2020-08-31|11447|2721171|738929
4144328|504|Investment - Advisory|2020-08-31|17989|2721171|738929
4144329|504|Investment - Advisory|2020-08-31|38699|2721171|738929
4144330|504|Telephone|2020-07-01|5414|2721173|738929
4144331|504|Telephone|2020-07-05|5497|2721173|738929
4144332|504|Telephone|2020-08-05|5497|2721173|738929
4144333|504|Player Marketing|2020-07-03|30000|2721174|738929
4144334|504|Consultants and Speakers|2020-07-22|15000|2721175|738929
4144335|504|Consultants and Speakers|2020-08-18|15000|2721175|738929
4144336|504|Consultants and Speakers|2020-07-01|15000|2721175|738929
4144337|504|Consultants and Speakers|2020-09-01|15000|2721175|738929
4144338|504|Background Checks|2020-09-01|7310|2721176|738929
4144339|504|Licensing 2018-2019|2020-08-18|98473|2721177|738929
4144340|504|Repairs and Maintenance|2020-07-14|10697|2721178|738929
4144341|504|Software as a Service|2020-08-01|7500|2721179|738929
4144342|504|Player Marketing|2020-07-27|5000|2721180|738929
4144343|504|Season Tickets|2020-09-18|6802|2721182|738929
4144344|504|Season Tickets|2020-08-29|30008|2721182|738929
4144345|504|Licensing 2016-2017|2020-08-12|59684|2721184|738929
4144346|504|Player Marketing|2020-09-01|60000|2721185|738929
4144347|504|Player Marketing|2020-07-03|17000|2721186|738929
4144348|504|Player Marketing|2020-07-01|5000|2721187|738929
4144349|504|Player Marketing|2020-08-21|7500|2721187|738929
4144350|504|Player Marketing|2020-08-01|5000|2721187|738929
4144351|504|Dues Reimbursement|2020-08-19|8208|2721188|738929
4144352|504|Player Marketing|2020-07-31|15000|2721189|738929
4144353|504|Events - Venue|2020-07-23|27700|2721190|738929
4144354|504|Events - Video  Photography|2020-07-23|13500|2721190|738929
4144355|504|Production|2020-07-23|24750|2721190|738929
4144356|504|Player Marketing|2020-07-10|15000|2721192|738929
4144357|504|Player Marketing|2020-07-10|7000|2721193|738929
4144358|504|Licensing 2016-2017|2020-09-08|59684|2721194|738929
4144359|504|Insurance - General|2020-07-09|5986|2721195|738929
4144360|504|Insurance - Directors  Officers|2020-07-20|16757|2721195|738929
4144361|504|Insurance - Directors  Officers|2020-09-01|17700|2721195|738929
4144362|504|Insurance - Directors  Officers|2020-09-01|194700|2721195|738929
4144363|504|Insurance - Directors  Officers|2020-09-01|10620|2721195|738929
4144364|504|Insurance - Directors  Officers|2020-09-01|116820|2721195|738929
4144365|504|Insurance - Directors  Officers|2020-09-01|6373|2721195|738929
4144366|504|Insurance - Directors  Officers|2020-09-01|70103|2721195|738929
4144367|504|Insurance - Directors  Officers|2020-09-01|71321|2721195|738929
4144368|504|Insurance - Directors  Officers|2020-09-01|6659|2721195|738929
4144369|504|Insurance - Directors  Officers|2020-09-01|73244|2721195|738929
4144370|504|Insurance - Directors  Officers|2020-09-01|6417|2721195|738929
4144371|504|Insurance - Directors  Officers|2020-09-01|70583|2721195|738929
4144372|504|Insurance - Directors  Officers|2020-09-01|6484|2721195|738929
4144373|504|Insurance - Directors  Officers|2020-07-22|13985|2721195|738929
4144374|504|Dues Reimbursement|2020-09-22|15000|2721196|738929
4144375|504|Player Marketing|2020-08-18|30000|2721198|738929
4144376|504|Licensing|2020-08-12|16446|2721199|738929
4144377|504|Consultants and Speakers|2020-07-14|14880|2721200|738929
4144378|504|Consultants and Speakers|2020-07-28|14880|2721200|738929
4144379|504|Subscriptions|2020-07-01|15000|2721201|738929
4144380|504|Software as a Service|2020-07-07|8794|2721202|738929
4144381|504|Licensing|2020-09-14|28701|2721203|738929
4144382|504|Player Marketing|2020-07-22|7000|2721204|738929
4144383|504|Consultants and Speakers|2020-07-01|50000|2721204|738929
4144384|504|Production|2020-08-28|14758|2721205|738929
4144385|504|Production|2020-08-14|14759|2721205|738929
4144386|504|Player Marketing|2020-07-01|30000|2721206|738929
4144387|504|Licensing 2018-2019|2020-09-11|49237|2721207|738929
4144388|504|Player Marketing|2020-07-03|15000|2721211|738929
4144389|504|Player Marketing|2020-08-24|10000|2721211|738929
